"country_year","adm_0_name","Year","data_source","T_res","n_record","prop","cat_model","region","ees","ISO_A0","annual_total"
"HONG KONG_2017","HONG KONG",2017,"OD","Month",12,1,"No_modelling_required","WPRO",FALSE,"HKG",1
"HONG KONG_2018","HONG KONG",2018,"OD","Month",12,1,"No_modelling_required","WPRO",FALSE,"HKG",29
"HONG KONG_2019","HONG KONG",2019,"OD","Month",12,1,"No_modelling_required","WPRO",FALSE,"HKG",1
"HONG KONG_2020","HONG KONG",2020,"OD","Month",12,1,"No_modelling_required","WPRO",FALSE,"HKG",1
"HONG KONG_2021","HONG KONG",2021,"OD","Month",12,1,"No_modelling_required","WPRO",FALSE,"HKG",0
"HONG KONG_2022","HONG KONG",2022,"OD","Month",12,1,"No_modelling_required","WPRO",FALSE,"HKG",0
"HONG KONG_2023","HONG KONG",2023,"OD","Month",12,1,"No_modelling_required","WPRO",FALSE,"HKG",0
"HONG KONG_2024","HONG KONG",2024,"OD","Month",12,1,"No_modelling_required","WPRO",FALSE,"HKG",5
"INDIA_1990","INDIA",1990,"IHME_calibrated","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",34909
"INDIA_1991","INDIA",1991,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",6291
"INDIA_1992","INDIA",1992,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",2683
"INDIA_1993","INDIA",1993,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",11125
"INDIA_1994","INDIA",1994,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",7494
"INDIA_1995","INDIA",1995,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",7847
"INDIA_1996","INDIA",1996,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",16517
"INDIA_1997","INDIA",1997,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",1177
"INDIA_1998","INDIA",1998,"ad_hoc_data","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",717
"INDIA_1999","INDIA",1999,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",944
"INDIA_2000","INDIA",2000,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",650
"INDIA_2001","INDIA",2001,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",3306
"INDIA_2002","INDIA",2002,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",1926
"INDIA_2003","INDIA",2003,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",12754
"INDIA_2004","INDIA",2004,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",4153
"INDIA_2005","INDIA",2005,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",11985
"INDIA_2006","INDIA",2006,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",12317
"INDIA_2007","INDIA",2007,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",5530
"INDIA_2008","INDIA",2008,"ad_hoc_data","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",12561
"INDIA_2009","INDIA",2009,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",15535
"INDIA_2010","INDIA",2010,"ad_hoc_data","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",28292
"INDIA_2011","INDIA",2011,"ad_hoc_data","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",18860
"INDIA_2012","INDIA",2012,"ad_hoc_data","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",50222
"INDIA_2013","INDIA",2013,"ad_hoc_data","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",75808
"INDIA_2014","INDIA",2014,"ad_hoc_data","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",40571
"INDIA_2015","INDIA",2015,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",99913
"INDIA_2016","INDIA",2016,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",129166
"INDIA_2017","INDIA",2017,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",188401
"INDIA_2018","INDIA",2018,"ad_hoc_data","Month",12,1,"No_modelling_required","SEARO",FALSE,"IND",101192
"INDIA_2019","INDIA",2019,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",157315
"INDIA_2020","INDIA",2020,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",44585
"INDIA_2021","INDIA",2021,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",193245
"INDIA_2022","INDIA",2022,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",233251
"INDIA_2023","INDIA",2023,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IND",289235
"INDIA_2024","INDIA",2024,"ad_hoc_data","Month",12,1,"No_modelling_required","SEARO",FALSE,"IND",233519
"INDONESIA_1990","INDONESIA",1990,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IDN",22807
"INDONESIA_1991","INDONESIA",1991,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IDN",21120
"INDONESIA_1992","INDONESIA",1992,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IDN",17620
"INDONESIA_1993","INDONESIA",1993,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IDN",17418
"INDONESIA_1994","INDONESIA",1994,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IDN",18783
"INDONESIA_1995","INDONESIA",1995,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IDN",35102
"INDONESIA_1996","INDONESIA",1996,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IDN",44650
"INDONESIA_1997","INDONESIA",1997,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IDN",30730
"INDONESIA_1998","INDONESIA",1998,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IDN",72133
"INDONESIA_1999","INDONESIA",1999,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IDN",21134
"INDONESIA_2000","INDONESIA",2000,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IDN",33443
"INDONESIA_2001","INDONESIA",2001,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IDN",45904
"INDONESIA_2002","INDONESIA",2002,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IDN",40377
"INDONESIA_2003","INDONESIA",2003,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IDN",51934
"INDONESIA_2004","INDONESIA",2004,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IDN",79462
"INDONESIA_2005","INDONESIA",2005,"OD","Month",12,1,"No_modelling_required","SEARO",FALSE,"IDN",95279
"INDONESIA_2006","INDONESIA",2006,"OD","Year",1,1,"Annual_disaggregation","SEARO",FALSE,"IDN",114656
"INDONESIA_2007","INDONESIA",2007,"OD","Month",12,1,"No_modelling_required","SEARO",FALSE,"IDN",158115
"INDONESIA_2008","INDONESIA",2008,"OD","Month",12,1,"No_modelling_required","SEARO",FALSE,"IDN",155607
"INDONESIA_2009","INDONESIA",2009,"OD","Month",12,1,"No_modelling_required","SEARO",FALSE,"IDN",158912
"INDONESIA_2010","INDONESIA",2010,"OD","Month",12,1,"No_modelling_required","SEARO",FALSE,"IDN",156086
"INDONESIA_2011","INDONESIA",2011,"OD","Month",12,1,"No_modelling_required","SEARO",FALSE,"IDN",65725
"INDONESIA_2012","INDONESIA",2012,"OD","Month",12,1,"No_modelling_required","SEARO",FALSE,"IDN",90245
"INDONESIA_2013","INDONESIA",2013,"OD","Month",12,1,"No_modelling_required","SEARO",FALSE,"IDN",112511
"INDONESIA_2014","INDONESIA",2014,"OD","Month",12,1,"No_modelling_required","SEARO",FALSE,"IDN",100347
"INDONESIA_2015","INDONESIA",2015,"OD","Month",12,1,"No_modelling_required","SEARO",FALSE,"IDN",129689
"INDONESIA_2016","INDONESIA",2016,"OD","Month",12,1,"No_modelling_required","SEARO",FALSE,"IDN",204172
"INDONESIA_2017","INDONESIA",2017,"OD","Month",12,1,"No_modelling_required","SEARO",FALSE,"IDN",68407
"INDONESIA_2018","INDONESIA",2018,"OD","Month",12,1,"No_modelling_required","SEARO",FALSE,"IDN",65600
"INDONESIA_2019","INDONESIA",2019,"OD","Month",12,1,"No_modelling_required","SEARO",FALSE,"IDN",138131
"INDONESIA_2020","INDONESIA",2020,"OD","Month",12,1,"No_modelling_required","SEARO",FALSE,"IDN",108303
"INDONESIA_2021","INDONESIA",2021,"OD","Month",12,1,"No_modelling_required","SEARO",FALSE,"IDN",73518
"INDONESIA_2022","INDONESIA",2022,"OD","Month",12,1,"No_modelling_required","SEARO",FALSE,"IDN",143266
"INDONESIA_2023","INDONESIA",2023,"OD","Month",12,1,"No_modelling_required","SEARO",FALSE,"IDN",114720
"INDONESIA_2024","INDONESIA",2024,"ad_hoc_data","Month",12,1,"No_modelling_required","SEARO",FALSE,"IDN",236831
"IRAN (ISLAMIC REPUBLIC OF)_1990","IRAN (ISLAMIC REPUBLIC OF)",1990,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_1991","IRAN (ISLAMIC REPUBLIC OF)",1991,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_1992","IRAN (ISLAMIC REPUBLIC OF)",1992,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_1993","IRAN (ISLAMIC REPUBLIC OF)",1993,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_1994","IRAN (ISLAMIC REPUBLIC OF)",1994,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_1995","IRAN (ISLAMIC REPUBLIC OF)",1995,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_1996","IRAN (ISLAMIC REPUBLIC OF)",1996,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_1997","IRAN (ISLAMIC REPUBLIC OF)",1997,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_1998","IRAN (ISLAMIC REPUBLIC OF)",1998,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_1999","IRAN (ISLAMIC REPUBLIC OF)",1999,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_2000","IRAN (ISLAMIC REPUBLIC OF)",2000,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_2001","IRAN (ISLAMIC REPUBLIC OF)",2001,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_2002","IRAN (ISLAMIC REPUBLIC OF)",2002,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_2003","IRAN (ISLAMIC REPUBLIC OF)",2003,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_2004","IRAN (ISLAMIC REPUBLIC OF)",2004,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_2005","IRAN (ISLAMIC REPUBLIC OF)",2005,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_2006","IRAN (ISLAMIC REPUBLIC OF)",2006,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_2007","IRAN (ISLAMIC REPUBLIC OF)",2007,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_2008","IRAN (ISLAMIC REPUBLIC OF)",2008,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_2009","IRAN (ISLAMIC REPUBLIC OF)",2009,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_2010","IRAN (ISLAMIC REPUBLIC OF)",2010,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_2011","IRAN (ISLAMIC REPUBLIC OF)",2011,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_2012","IRAN (ISLAMIC REPUBLIC OF)",2012,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_2013","IRAN (ISLAMIC REPUBLIC OF)",2013,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_2014","IRAN (ISLAMIC REPUBLIC OF)",2014,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_2015","IRAN (ISLAMIC REPUBLIC OF)",2015,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_2016","IRAN (ISLAMIC REPUBLIC OF)",2016,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_2017","IRAN (ISLAMIC REPUBLIC OF)",2017,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_2018","IRAN (ISLAMIC REPUBLIC OF)",2018,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_2019","IRAN (ISLAMIC REPUBLIC OF)",2019,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_2020","IRAN (ISLAMIC REPUBLIC OF)",2020,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_2021","IRAN (ISLAMIC REPUBLIC OF)",2021,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_2022","IRAN (ISLAMIC REPUBLIC OF)",2022,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_2023","IRAN (ISLAMIC REPUBLIC OF)",2023,"first_year","Year",1,1,"No_modelling_required","EMRO",FALSE,"IRN",0
"IRAN (ISLAMIC REPUBLIC OF)_2024","IRAN (ISLAMIC REPUBLIC OF)",2024,"ad_hoc_data","Month",12,1,"No_modelling_required","EMRO",FALSE,"IRN",851
"ITALY_1990","ITALY",1990,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_1991","ITALY",1991,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_1992","ITALY",1992,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_1993","ITALY",1993,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_1994","ITALY",1994,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_1995","ITALY",1995,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_1996","ITALY",1996,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_1997","ITALY",1997,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_1998","ITALY",1998,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_1999","ITALY",1999,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_2000","ITALY",2000,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_2001","ITALY",2001,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_2002","ITALY",2002,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_2003","ITALY",2003,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_2004","ITALY",2004,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_2005","ITALY",2005,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_2006","ITALY",2006,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_2007","ITALY",2007,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_2008","ITALY",2008,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_2009","ITALY",2009,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_2010","ITALY",2010,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_2011","ITALY",2011,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_2012","ITALY",2012,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_2013","ITALY",2013,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_2014","ITALY",2014,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_2015","ITALY",2015,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_2016","ITALY",2016,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_2017","ITALY",2017,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_2018","ITALY",2018,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_2019","ITALY",2019,"first_year","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_2020","ITALY",2020,"ad_hoc_data","Month",12,1,"No_modelling_required","EURO",FALSE,"ITA",11
"ITALY_2021","ITALY",2021,"OD","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_2022","ITALY",2022,"OD","Year",1,1,"No_modelling_required","EURO",FALSE,"ITA",0
"ITALY_2023","ITALY",2023,"ad_hoc_data","Month",12,1,"No_modelling_required","EURO",FALSE,"ITA",82
"ITALY_2024","ITALY",2024,"OD","Month",12,1,"No_modelling_required","EURO",FALSE,"ITA",213
"JAMAICA_1990","JAMAICA",1990,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"JAM",9
"JAMAICA_1991","JAMAICA",1991,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"JAM",5
"JAMAICA_1992","JAMAICA",1992,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"JAM",296
"JAMAICA_1993","JAMAICA",1993,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"JAM",0
"JAMAICA_1994","JAMAICA",1994,"OD","Year",1,1,"No_modelling_required","PAHO",FALSE,"JAM",0
"JAMAICA_1995","JAMAICA",1995,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"JAM",1776
"JAMAICA_1996","JAMAICA",1996,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"JAM",46
"JAMAICA_1997","JAMAICA",1997,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"JAM",16
"JAMAICA_1998","JAMAICA",1998,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"JAM",1509
"JAMAICA_1999","JAMAICA",1999,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"JAM",24
"JAMAICA_2000","JAMAICA",2000,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"JAM",25
"JAMAICA_2001","JAMAICA",2001,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"JAM",39
"JAMAICA_2002","JAMAICA",2002,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"JAM",90
"JAMAICA_2003","JAMAICA",2003,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"JAM",52
"JAMAICA_2004","JAMAICA",2004,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"JAM",9
"JAMAICA_2005","JAMAICA",2005,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"JAM",46
"JAMAICA_2006","JAMAICA",2006,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"JAM",79
"JAMAICA_2007","JAMAICA",2007,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"JAM",1448
"JAMAICA_2008","JAMAICA",2008,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"JAM",357
"JAMAICA_2009","JAMAICA",2009,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"JAM",70
"JAMAICA_2010","JAMAICA",2010,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"JAM",2887
"JAMAICA_2011","JAMAICA",2011,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"JAM",404
"JAMAICA_2012","JAMAICA",2012,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"JAM",4670
"JAMAICA_2013","JAMAICA",2013,"OD","Year",1,1,"Annual_disaggregation","PAHO",FALSE,"JAM",861
"JAMAICA_2014","JAMAICA",2014,"OD","Week",53,1,"No_modelling_required","PAHO",FALSE,"JAM",880
"JAMAICA_2015","JAMAICA",2015,"OD","Week",52,1,"No_modelling_required","PAHO",FALSE,"JAM",88
"JAMAICA_2016","JAMAICA",2016,"OD","Week",52,1,"No_modelling_required","PAHO",FALSE,"JAM",2297
"JAMAICA_2017","JAMAICA",2017,"OD","Week",52,1,"No_modelling_required","PAHO",FALSE,"JAM",215
"JAMAICA_2018","JAMAICA",2018,"OD","Week",52,1,"No_modelling_required","PAHO",FALSE,"JAM",986
"JAMAICA_2019","JAMAICA",2019,"OD","Week",52,1,"No_modelling_required","PAHO",FALSE,"JAM",7555
"JAMAICA_2020","JAMAICA",2020,"OD","Week",53,1,"No_modelling_required","PAHO",FALSE,"JAM",898
"JAMAICA_2021","JAMAICA",2021,"OD","Week",52,1,"No_modelling_required","PAHO",FALSE,"JAM",96
"JAMAICA_2022","JAMAICA",2022,"OD","Week",52,1,"No_modelling_required","PAHO",FALSE,"JAM",100
"JAMAICA_2023","JAMAICA",2023,"OD","Week",52,1,"No_modelling_required","PAHO",FALSE,"JAM",8180
"JAMAICA_2024","JAMAICA",2024,"OD","Week",52,1,"No_modelling_required","PAHO",FALSE,"JAM",2034
"JAPAN_1990","JAPAN",1990,"first_year","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_1991","JAPAN",1991,"first_year","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_1992","JAPAN",1992,"first_year","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_1993","JAPAN",1993,"first_year","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_1994","JAPAN",1994,"first_year","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_1995","JAPAN",1995,"first_year","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_1996","JAPAN",1996,"first_year","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_1997","JAPAN",1997,"first_year","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_1998","JAPAN",1998,"first_year","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_1999","JAPAN",1999,"first_year","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_2000","JAPAN",2000,"first_year","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_2001","JAPAN",2001,"first_year","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_2002","JAPAN",2002,"first_year","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_2003","JAPAN",2003,"first_year","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_2004","JAPAN",2004,"first_year","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_2005","JAPAN",2005,"first_year","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_2006","JAPAN",2006,"first_year","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_2007","JAPAN",2007,"first_year","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_2008","JAPAN",2008,"first_year","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_2009","JAPAN",2009,"first_year","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_2010","JAPAN",2010,"first_year","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_2011","JAPAN",2011,"first_year","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_2012","JAPAN",2012,"first_year","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_2013","JAPAN",2013,"first_year","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_2014","JAPAN",2014,"ad_hoc_data","Week",53,1,"No_modelling_required","WPRO",FALSE,"JPN",161
"JAPAN_2015","JAPAN",2015,"OD","Week",52,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_2016","JAPAN",2016,"OD","Week",52,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_2017","JAPAN",2017,"OD","Week",52,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_2018","JAPAN",2018,"OD","Week",52,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_2019","JAPAN",2019,"OD","Week",52,1,"No_modelling_required","WPRO",FALSE,"JPN",3
"JAPAN_2020","JAPAN",2020,"ad_hoc_data","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_2021","JAPAN",2021,"ad_hoc_data","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_2022","JAPAN",2022,"ad_hoc_data","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_2023","JAPAN",2023,"ad_hoc_data","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"JAPAN_2024","JAPAN",2024,"ad_hoc_data","Year",1,1,"No_modelling_required","WPRO",FALSE,"JPN",0
"KENYA_1990","KENYA",1990,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"KEN",0
"KENYA_1991","KENYA",1991,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"KEN",0
"KENYA_1992","KENYA",1992,"ees","Year",1,1,"No_modelling_required","AFRO",TRUE,"KEN",0
