"country_year","T_res","selected_column","final_count","final_sum","a0_count","a0_sum","a1_count","a1_sum","a2_count","a2_sum","relationship_category","pct_of_annual","annual_total","subannual_is_complete"
"JAPAN_1999","Year","a0",1,9,1,9,NA,NA,NA,NA,"Case 1: Annual only",NA,9,NA
"JAPAN_2000","Year","a0",1,18,1,18,NA,NA,NA,NA,"Case 1: Annual only",NA,18,NA
"JAPAN_2001","Year","a0",1,50,1,50,NA,NA,NA,NA,"Case 1: Annual only",NA,50,NA
"JAPAN_2002","Year","a0",1,52,1,52,NA,NA,NA,NA,"Case 1: Annual only",NA,52,NA
"JAPAN_2003","Year","a0",1,32,1,32,NA,NA,NA,NA,"Case 1: Annual only",NA,32,NA
"JAPAN_2004","Year","a0",1,49,1,49,NA,NA,NA,NA,"Case 1: Annual only",NA,49,NA
"JAPAN_2005","Year","a0",1,74,1,74,NA,NA,NA,NA,"Case 1: Annual only",NA,74,NA
"JAPAN_2006","Year","a0",1,58,1,58,NA,NA,NA,NA,"Case 1: Annual only",NA,58,NA
"JAPAN_2007","Year","a0",1,89,1,89,NA,NA,NA,NA,"Case 1: Annual only",NA,89,NA
"JAPAN_2008","Year","a0",1,101,1,101,NA,NA,NA,NA,"Case 1: Annual only",NA,101,NA
"JAPAN_2009","Year","a0",1,92,1,92,NA,NA,NA,NA,"Case 1: Annual only",NA,92,NA
"JAPAN_2010","Year","a0",1,145,1,145,NA,NA,NA,NA,"Case 1: Annual only",NA,145,NA
"JAPAN_2011","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"JAPAN_2012","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"JAPAN_2013","Year","a0",1,249,1,249,NA,NA,NA,NA,"Case 1: Annual only",NA,249,NA
"JAPAN_2014","Week","a1",53,161,NA,NA,53,161,NA,NA,"Special country - sub-annual selected",47.2140762463343,161,TRUE
"JAPAN_2015","Week","a1",52,0,NA,NA,52,0,NA,NA,"Special country - sub-annual selected",0,0,TRUE
"JAPAN_2016","Week","a1",52,0,NA,NA,52,0,NA,NA,"Special country - sub-annual selected",0,0,TRUE
"JAPAN_2017","Week","a1",52,0,NA,NA,52,0,NA,NA,"Special country - sub-annual selected",0,0,TRUE
"JAPAN_2018","Week","a1",52,0,NA,NA,52,0,NA,NA,"Special country - sub-annual selected",0,0,TRUE
"JAPAN_2019","Week","a1",52,3,NA,NA,52,3,NA,NA,"Special country - sub-annual selected",0.647948164146868,3,TRUE
"JAPAN_2020","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"JAPAN_2021","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"JAPAN_2022","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"JAPAN_2023","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"JAPAN_2024","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"KENYA_2013","Year","a0",1,267,1,267,NA,NA,NA,NA,"Incomplete sub-annual - annual selected",65.1685393258427,267,FALSE
"KENYA_2014","Year","a0",1,1022,1,1022,NA,NA,NA,NA,"Annual > sub-annual",2.15264187866928,1022,TRUE
"KENYA_2015","Month","a0",12,108,12,108,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,108,TRUE
"KENYA_2016","Year","a0",1,560,1,560,NA,NA,NA,NA,"Annual > sub-annual",14.2857142857143,560,TRUE
"KENYA_2017","Year","a0",1,1537,1,1537,NA,NA,NA,NA,"Incomplete sub-annual - annual selected",0.780741704619388,1537,FALSE
"KENYA_2019","Year","a0",1,660,1,660,NA,NA,NA,NA,"Case 1: Annual only",NA,660,NA
"KENYA_2021","Year","a0",1,867,1,867,NA,NA,NA,NA,"Case 1: Annual only",NA,867,NA
"KENYA_2022","Year","a0",1,2426,1,2426,NA,NA,NA,NA,"Case 1: Annual only",NA,2426,NA
"KENYA_2024","Month","a0",12,4443,12,4443,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,4443,TRUE
"KIRIBATI_1990","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"KIRIBATI_1991","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"KIRIBATI_1992","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"KIRIBATI_1993","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"KIRIBATI_1994","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"KIRIBATI_1995","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"KIRIBATI_1996","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"KIRIBATI_1997","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"KIRIBATI_1998","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"KIRIBATI_1999","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"KIRIBATI_2000","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"KIRIBATI_2001","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"KIRIBATI_2002","Year","a0",1,483,1,483,NA,NA,NA,NA,"Case 1: Annual only",NA,483,NA
"KIRIBATI_2003","Year","a0",1,1660,1,1660,NA,NA,NA,NA,"Case 1: Annual only",NA,1660,NA
"KIRIBATI_2004","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"KIRIBATI_2005","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"KIRIBATI_2006","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"KIRIBATI_2007","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"KIRIBATI_2008","Year","a0",1,831,1,831,NA,NA,NA,NA,"Case 1: Annual only",NA,831,NA
"KIRIBATI_2009","Year","a0",1,7,1,7,NA,NA,NA,NA,"Case 1: Annual only",NA,7,NA
"KIRIBATI_2010","Year","a0",1,20,1,20,NA,NA,NA,NA,"Case 1: Annual only",NA,20,NA
"KIRIBATI_2011","Year","a0",1,4,1,4,NA,NA,NA,NA,"Case 1: Annual only",NA,4,NA
"KIRIBATI_2012","Year","a0",1,243,1,243,NA,NA,NA,NA,"Case 1: Annual only",NA,243,NA
"KIRIBATI_2013","Month","a0",12,129,12,129,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,129,TRUE
"KIRIBATI_2014","Month","a0",12,127,12,127,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,127,TRUE
"KIRIBATI_2015","Month","a0",12,470,12,470,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,470,TRUE
"KIRIBATI_2016","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"KIRIBATI_2017","Week","a0",27,40,27,40,NA,NA,NA,NA,"Incomplete sub-annual - sub-annual selected",NA,40,FALSE
"KIRIBATI_2018","Year","a0",1,1899,1,1899,NA,NA,NA,NA,"Incomplete sub-annual - annual selected",78.6203264876251,1899,FALSE
"KIRIBATI_2019","Week","a0",39,2,39,2,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,2,FALSE
"KIRIBATI_2020","Week","a0",22,0,22,0,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,0,FALSE
"KIRIBATI_2021","Week","a0",11,2,11,2,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,2,FALSE
"KIRIBATI_2022","Week","a0",34,2662,34,2662,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,2662,FALSE
"KIRIBATI_2023","Week","a0",18,0,18,0,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,0,FALSE
"KIRIBATI_2024","Week","a0",40,59,40,59,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,59,FALSE
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_1990","Year","a0",1,60,1,60,NA,NA,NA,NA,"Case 1: Annual only",NA,60,NA
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_1991","Year","a0",1,249,1,249,NA,NA,NA,NA,"Case 1: Annual only",NA,249,NA
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_1992","Year","a0",1,265,1,265,NA,NA,NA,NA,"Case 1: Annual only",NA,265,NA
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_1993","Year","a0",1,343,1,343,NA,NA,NA,NA,"Case 1: Annual only",NA,343,NA
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_1994","Year","a0",1,2585,1,2585,NA,NA,NA,NA,"Case 1: Annual only",NA,2585,NA
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_1995","Year","a0",1,7781,1,7781,NA,NA,NA,NA,"Case 1: Annual only",NA,7781,NA
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_1996","Year","a0",1,8197,1,8197,NA,NA,NA,NA,"Case 1: Annual only",NA,8197,NA
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_1997","Year","a0",1,3411,1,3411,NA,NA,NA,NA,"Case 1: Annual only",NA,3411,NA
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_1998","Year","a0",1,7671,1,7671,NA,NA,NA,NA,"Annual > sub-annual",96.9625863642289,7671,TRUE
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_1999","Month","a1",12,2507,NA,NA,12,2507,NA,NA,"Sub-annual >= Annual",100,2507,TRUE
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2000","Month","a1",12,1377,NA,NA,12,1377,NA,NA,"Sub-annual >= Annual",100,1377,TRUE
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2001","Month","a1",12,3968,NA,NA,12,3968,NA,NA,"Sub-annual >= Annual",100,3968,TRUE
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2002","Year","a0",1,9192,1,9192,NA,NA,NA,NA,"Annual > sub-annual",99.8259355961706,9192,TRUE
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2003","Year","a0",1,17690,1,17690,NA,NA,NA,NA,"Annual > sub-annual",99.7456189937818,17690,TRUE
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2004","Month","a1",12,3972,NA,NA,12,3972,NA,NA,"Sub-annual >= Annual",113.226909920182,3972,TRUE
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2005","Month","a1",12,6152,NA,NA,12,6152,NA,NA,"Sub-annual >= Annual",112.447450191921,6152,TRUE
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2006","Month","a1",12,7114,NA,NA,12,7114,NA,NA,"Sub-annual >= Annual",111.925739458779,7114,TRUE
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2007","Month","a1",12,5391,NA,NA,12,5391,NA,NA,"Sub-annual >= Annual",109.06332186931,5391,TRUE
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2008","Month","a1",12,4487,NA,NA,12,4487,NA,NA,"Sub-annual >= Annual",108.146541335262,4487,TRUE
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2009","Month","a1",12,7804,NA,NA,12,7804,NA,NA,"Sub-annual >= Annual",108.178541724425,7804,TRUE
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2010","Year","a0",1,22929,1,22929,NA,NA,NA,NA,"Annual > sub-annual",99.8866064808758,22929,TRUE
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2011","Year","a0",1,3905,1,3905,NA,NA,NA,NA,"Annual > sub-annual",97.7208706786172,3905,TRUE
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2012","Week","a0",52,9955,52,9955,NA,NA,NA,NA,"Sub-annual >= Annual",115.073401918853,9955,TRUE
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2013","Year","a0",1,44250,1,44250,NA,NA,NA,NA,"Incomplete sub-annual - annual selected",14.4655367231638,44250,FALSE
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2014","Week","a0",53,1937,53,1937,NA,NA,NA,NA,"Sub-annual >= Annual",112.878787878788,1937,TRUE
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2015","Year","a0",1,1959,1,1959,NA,NA,NA,NA,"Annual > sub-annual",91.1689637570189,1959,TRUE
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2016","Week","a0",52,5636,52,5636,NA,NA,NA,NA,"Sub-annual >= Annual",100.320398718405,5636,TRUE
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2017","Year","a0",1,11067,1,11067,NA,NA,NA,NA,"Annual > sub-annual",99.5391705069124,11067,TRUE
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2018","Year","a0",1,6446,1,6446,NA,NA,NA,NA,"Annual > sub-annual",96.726652187403,6446,TRUE
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2019","Year","a0",1,39091,1,39091,NA,NA,NA,NA,"Annual > sub-annual",99.641861297997,39091,TRUE
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2020","Week","a0",53,7735,53,7735,NA,NA,NA,NA,"Sub-annual >= Annual",101.78970917226,7735,TRUE
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2021","Week","a0",52,1340,52,1340,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,1340,TRUE
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2022","Week","a0",51,29014,51,29014,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,29014,FALSE
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2023","Week","a0",49,31943,49,31943,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,31943,FALSE
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2024","Month","a0",12,19486,12,19486,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,19486,TRUE
"LIBERIA_2024","Month","a0",7,45,7,45,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,45,FALSE
"MACAU_1990","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"MACAU_1991","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"MACAU_1992","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"MACAU_1993","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"MACAU_1994","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"MACAU_1995","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"MACAU_1996","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"MACAU_1997","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"MACAU_1998","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"MACAU_1999","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"MACAU_2000","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"MACAU_2001","Year","a0",1,1418,1,1418,NA,NA,NA,NA,"Case 1: Annual only",NA,1418,NA
"MACAU_2002","Year","a0",1,2,1,2,NA,NA,NA,NA,"Case 1: Annual only",NA,2,NA
"MACAU_2003","Year","a0",1,28,1,28,NA,NA,NA,NA,"Case 1: Annual only",NA,28,NA
"MACAU_2004","Year","a0",1,2,1,2,NA,NA,NA,NA,"Case 1: Annual only",NA,2,NA
"MACAU_2005","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"MACAU_2006","Year","a0",1,6,1,6,NA,NA,NA,NA,"Case 1: Annual only",NA,6,NA
"MACAU_2007","Year","a0",1,14,1,14,NA,NA,NA,NA,"Case 1: Annual only",NA,14,NA
"MACAU_2008","Year","a0",1,3,1,3,NA,NA,NA,NA,"Case 1: Annual only",NA,3,NA
"MACAU_2009","Year","a0",1,6,1,6,NA,NA,NA,NA,"Case 1: Annual only",NA,6,NA
"MACAU_2010","Year","a0",1,6,1,6,NA,NA,NA,NA,"Case 1: Annual only",NA,6,NA
"MACAU_2011","Year","a0",1,3,1,3,NA,NA,NA,NA,"Case 1: Annual only",NA,3,NA
"MACAU_2012","Year","a0",1,24,1,24,NA,NA,NA,NA,"Case 1: Annual only",NA,24,NA
"MACAU_2013","Year","a0",1,9,1,9,NA,NA,NA,NA,"Case 1: Annual only",NA,9,NA
"MACAU_2014","Year","a0",1,17,1,17,NA,NA,NA,NA,"Case 1: Annual only",NA,17,NA
"MACAU_2015","Year","a0",1,3,1,3,NA,NA,NA,NA,"Case 1: Annual only",NA,3,NA
"MACAU_2016","Year","a0",1,11,1,11,NA,NA,NA,NA,"Case 1: Annual only",NA,11,NA
"MACAU_2017","Year","a0",1,17,1,17,NA,NA,NA,NA,"Case 1: Annual only",NA,17,NA
"MACAU_2018","Year","a0",1,18,1,18,NA,NA,NA,NA,"Case 1: Annual only",NA,18,NA
"MACAU_2019","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"MACAU_2020","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"MACAU_2021","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"MACAU_2022","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"MACAU_2023","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"MACAU_2024","Year","a0",1,48,1,48,NA,NA,NA,NA,"Case 1: Annual only",NA,48,NA
"MADAGASCAR_2006","Week","a0",52,2942,52,2942,NA,NA,NA,NA,"Sub-annual >= Annual",100,2942,TRUE
"MADAGASCAR_2008","Year","a0",1,55,1,55,NA,NA,NA,NA,"Case 1: Annual only",NA,55,NA
"MADAGASCAR_2024","Month","a0",6,0,6,0,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,0,FALSE
"MALAWI_2024","Month","a0",12,0,12,0,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,0,TRUE
"MALAYSIA_1990","Year","a0",1,4880,1,4880,NA,NA,NA,NA,"Case 1: Annual only",NA,4880,NA
"MALAYSIA_1991","Year","a0",1,6628,1,6628,NA,NA,NA,NA,"Case 1: Annual only",NA,6628,NA
"MALAYSIA_1992","Year","a0",1,5473,1,5473,NA,NA,NA,NA,"Case 1: Annual only",NA,5473,NA
"MALAYSIA_1993","Year","a0",1,5615,1,5615,NA,NA,NA,NA,"Annual > sub-annual",17.3107747105966,5615,TRUE
"MALAYSIA_1994","Year","a0",1,3133,1,3133,NA,NA,NA,NA,"Annual > sub-annual",37.5359080753272,3133,TRUE
"MALAYSIA_1995","Month","a1",12,6600,NA,NA,12,6600,NA,NA,"Sub-annual >= Annual",100.87116001834,6600,TRUE
"MALAYSIA_1996","Year","a0",1,14255,1,14255,NA,NA,NA,NA,"Annual > sub-annual",63.9144159943879,14255,TRUE
"MALAYSIA_1997","Year","a0",1,19544,1,19544,NA,NA,NA,NA,"Annual > sub-annual",61.6301678264429,19544,TRUE
"MALAYSIA_1998","Year","a0",1,27381,1,27381,NA,NA,NA,NA,"Annual > sub-annual",64.0553668602315,27381,TRUE
"MALAYSIA_1999","Year","a0",1,10146,1,10146,NA,NA,NA,NA,"Annual > sub-annual",64.4983244628425,10146,TRUE
"MALAYSIA_2000","Month","a1",12,8805,NA,NA,12,8805,NA,NA,"Sub-annual >= Annual",123.700477662265,8805,TRUE
"MALAYSIA_2001","Year","a0",1,16368,1,16368,NA,NA,NA,NA,"Annual > sub-annual",70.8150048875855,16368,TRUE
"MALAYSIA_2002","Year","a0",1,32767,1,32767,NA,NA,NA,NA,"Annual > sub-annual",64.3940549943541,32767,TRUE
"MALAYSIA_2003","Year","a0",1,31545,1,31545,NA,NA,NA,NA,"Annual > sub-annual",69.8430813124108,31545,TRUE
"MALAYSIA_2004","Year","a0",1,33895,1,33895,NA,NA,NA,NA,"Annual > sub-annual",61.8911343856026,33895,TRUE
"MALAYSIA_2005","Year","a0",1,39686,1,39686,NA,NA,NA,NA,"Annual > sub-annual",59.0334122864486,39686,TRUE
"MALAYSIA_2006","Year","a0",1,38556,1,38556,NA,NA,NA,NA,"Annual > sub-annual",58.8702147525677,38556,TRUE
"MALAYSIA_2007","Year","a0",1,48846,1,48846,NA,NA,NA,NA,"Annual > sub-annual",57.6935675387954,48846,TRUE
"MALAYSIA_2008","Year","a0",1,49335,1,49335,NA,NA,NA,NA,"Annual > sub-annual",48.1889125367386,49335,TRUE
"MALAYSIA_2009","Year","a0",1,41486,1,41486,1,41486,NA,NA,"Annual > sub-annual",77.8190232849636,41486,TRUE
"MALAYSIA_2010","Year","a0",1,46171,1,46171,1,46171,NA,NA,"Annual > sub-annual",91.8606917762232,46171,TRUE
"MALAYSIA_2011","Week","a0",52,20040,52,20040,NA,NA,NA,NA,"Sub-annual >= Annual",100.784550392275,20040,TRUE
"MALAYSIA_2012","Week","a0",52,22673,52,22673,NA,NA,NA,NA,"Sub-annual >= Annual",103.529680365297,22673,TRUE
"MALAYSIA_2013","Year","a0",1,43346,1,43346,1,43346,NA,NA,"Annual > sub-annual",99.7969824205232,43346,TRUE
"MALAYSIA_2014","Year","a0",1,108698,1,108698,1,108697,NA,NA,"Incomplete sub-annual - annual selected",97.3035382435739,108698,FALSE
"MALAYSIA_2015","Week","a0",52,121619,52,121619,NA,NA,NA,NA,"Sub-annual >= Annual",100.647985699626,121619,TRUE
"MALAYSIA_2016","Year","a0",1,109037,1,109037,1,101357,NA,NA,"Annual > sub-annual",92.5566550803856,109037,TRUE
"MALAYSIA_2017","Year","a0",1,89487,1,89487,1,83849,NA,NA,"Annual > sub-annual",96.1525137729503,89487,TRUE
"MALAYSIA_2018","Week","a0",52,82122,52,82122,NA,NA,NA,NA,"Sub-annual >= Annual",100.936578171091,82122,TRUE
"MALAYSIA_2019","Year","a0",1,130101,1,130101,NA,NA,NA,NA,"Annual > sub-annual",99.9308229759956,130101,TRUE
"MALAYSIA_2020","Week","a0",50,88386,50,88386,NA,NA,NA,NA,"Incomplete sub-annual - sub-annual selected",100.354247564548,88386,FALSE
"MALAYSIA_2021","Week","a0",52,26978,52,26978,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,26978,TRUE
"MALAYSIA_2022","Week","a0",52,65732,52,65732,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,65732,TRUE
"MALAYSIA_2023","Year","a1",1,123133,NA,NA,1,123133,NA,NA,"Case 1: Annual only",NA,123133,NA
"MALAYSIA_2024","Month","a0",12,122423,12,122423,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,122423,TRUE
"MALDIVES_1990","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"MALDIVES_1991","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"MALDIVES_1992","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"MALDIVES_1993","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"MALDIVES_1994","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"MALDIVES_1995","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"MALDIVES_1996","Year","a0",1,0,1,0,NA,NA,NA,NA,"Case 1: Annual only",NA,0,NA
"MALDIVES_1997","Year","a0",1,3,1,3,NA,NA,NA,NA,"Case 1: Annual only",NA,3,NA
"MALDIVES_1998","Year","a0",1,2000,1,2000,NA,NA,NA,NA,"Case 1: Annual only",NA,2000,NA
"MALDIVES_1999","Year","a0",1,118,1,118,NA,NA,NA,NA,"Case 1: Annual only",NA,118,NA
"MALDIVES_2000","Year","a0",1,180,1,180,NA,NA,NA,NA,"Case 1: Annual only",NA,180,NA
"MALDIVES_2001","Year","a0",1,73,1,73,NA,NA,NA,NA,"Case 1: Annual only",NA,73,NA
"MALDIVES_2002","Year","a0",1,27,1,27,NA,NA,NA,NA,"Case 1: Annual only",NA,27,NA
"MALDIVES_2003","Year","a0",1,38,1,38,NA,NA,NA,NA,"Case 1: Annual only",NA,38,NA
"MALDIVES_2004","Year","a0",1,742,1,742,NA,NA,NA,NA,"Case 1: Annual only",NA,742,NA
"MALDIVES_2005","Year","a0",1,1126,1,1126,NA,NA,NA,NA,"Case 1: Annual only",NA,1126,NA
"MALDIVES_2006","Year","a0",1,2836,1,2836,NA,NA,NA,NA,"Annual > sub-annual",97.919605077574,2836,TRUE
"MALDIVES_2007","Year","a0",1,1680,1,1680,NA,NA,NA,NA,"Annual > sub-annual",99.4642857142857,1680,TRUE
"MALDIVES_2008","Month","a0",12,1824,12,1824,NA,NA,NA,NA,"Sub-annual >= Annual",100.495867768595,1824,TRUE
"MALDIVES_2009","Month","a0",12,845,12,845,NA,NA,NA,NA,"Sub-annual >= Annual",109.173126614987,845,TRUE
"MALDIVES_2010","Month","a0",12,1000,12,1000,NA,NA,NA,NA,"Sub-annual >= Annual",108.695652173913,1000,TRUE
"MALDIVES_2011","Month","a0",12,2909,12,2909,NA,NA,NA,NA,"Sub-annual >= Annual",100,2909,TRUE
"MALDIVES_2012","Month","a0",12,1083,12,1083,NA,NA,NA,NA,"Sub-annual >= Annual",100,1083,TRUE
"MALDIVES_2013","Month","a0",12,725,12,725,NA,NA,NA,NA,"Sub-annual >= Annual",106.461086637298,725,TRUE
"MALDIVES_2014","Month","a0",12,824,12,824,NA,NA,NA,NA,"Sub-annual >= Annual",106.322580645161,824,TRUE
"MALDIVES_2015","Month","a0",12,1890,12,1890,NA,NA,NA,NA,"Sub-annual >= Annual",100.478468899522,1890,TRUE
"MALDIVES_2016","Month","a0",12,1962,12,1962,NA,NA,NA,NA,"Sub-annual >= Annual",101.605385810461,1962,TRUE
"MALDIVES_2017","Year","a0",1,851,1,851,NA,NA,NA,NA,"Case 1: Annual only",NA,851,NA
"MALDIVES_2018","Year","a0",1,1838,1,1838,NA,NA,NA,NA,"Case 1: Annual only",NA,1838,NA
"MALDIVES_2019","Year","a0",1,4987,1,4987,NA,NA,NA,NA,"Case 1: Annual only",NA,4987,NA
"MALDIVES_2020","Month","a0",12,328,12,328,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,328,TRUE
"MALDIVES_2022","Month","a0",12,2695,12,2695,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,2695,TRUE
"MALDIVES_2023","Month","a0",12,3417,12,3417,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,3417,TRUE
"MALDIVES_2024","Month","a0",12,3294,12,3294,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,3294,TRUE
"MALI_2008","Year","a0",1,72,1,72,NA,NA,NA,NA,"Case 1: Annual only",NA,72,NA
"MALI_2017","Year","a0",1,429,1,429,NA,NA,NA,NA,"Case 1: Annual only",NA,429,NA
"MALI_2019","Year","a0",1,20,1,20,NA,NA,NA,NA,"Case 1: Annual only",NA,20,NA
"MALI_2023","Year","a0",1,5537,1,5537,NA,NA,NA,NA,"Annual > sub-annual",14.5927397507676,5537,TRUE
"MALI_2024","Month","a0",12,9556,12,9556,NA,NA,NA,NA,"Case 2: Sub-annual only",NA,9556,TRUE
