"country_year","T_res","selected_column","final_count","final_sum","a0_count","a0_sum","a1_count","a1_sum","a2_count","a2_sum","subannual_is_complete","relationship_category","pct_of_annual","annual_total"
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2018","Year","a0",1,6446,1,6446,NA,NA,NA,NA,TRUE,"Annual > sub-annual",96.726652187403,6446
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2019","Year","a0",1,39091,1,39091,NA,NA,NA,NA,TRUE,"Annual > sub-annual",99.641861297997,39091
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2020","Week","a0",53,7735,53,7735,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,7735
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2021","Week","a0",52,1340,52,1340,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,1340
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2022","Week","a0",51,29014,51,29014,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,29014
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2023","Week","a0",49,31943,49,31943,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,31943
"LAO PEOPLE'S DEMOCRATIC REPUBLIC_2024","Month","a0",12,19486,12,19486,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,19486
"MACAU_2000","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MACAU_2001","Year","a0",1,1418,1,1418,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1418
"MACAU_2002","Year","a0",1,2,1,2,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,2
"MACAU_2003","Year","a0",1,28,1,28,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,28
"MACAU_2004","Year","a0",1,2,1,2,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,2
"MACAU_2005","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MACAU_2006","Year","a0",1,6,1,6,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,6
"MACAU_2007","Year","a0",1,14,1,14,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,14
"MACAU_2008","Year","a0",1,3,1,3,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,3
"MACAU_2010","Year","a0",1,6,1,6,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,6
"MACAU_2013","Year","a0",1,9,1,9,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,9
"MACAU_2014","Year","a0",1,17,1,17,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,17
"MACAU_2015","Year","a0",1,3,1,3,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,3
"MACAU_2016","Year","a0",1,11,1,11,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,11
"MACAU_2017","Year","a0",1,17,1,17,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,17
"MACAU_2018","Year","a0",1,18,1,18,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,18
"MALAYSIA_1990","Year","a0",1,4880,1,4880,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,4880
"MALAYSIA_1991","Year","a0",1,6628,1,6628,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,6628
"MALAYSIA_1992","Year","a0",1,5473,1,5473,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,5473
"MALAYSIA_1993","Year","a0",1,5615,1,5615,NA,NA,NA,NA,TRUE,"Annual > sub-annual",17.3107747105966,5615
"MALAYSIA_1994","Year","a0",1,3133,1,3133,NA,NA,NA,NA,TRUE,"Annual > sub-annual",37.5359080753272,3133
"MALAYSIA_1995","Month","a1",12,6600,NA,NA,12,6600,NA,NA,TRUE,"Sub-annual >= Annual",100.87116001834,6600
"MALAYSIA_1996","Year","a0",1,14255,1,14255,NA,NA,NA,NA,TRUE,"Annual > sub-annual",63.9144159943879,14255
"MALAYSIA_1997","Year","a0",1,19429,1,19429,NA,NA,NA,NA,TRUE,"Annual > sub-annual",61.9949559936178,19429
"MALAYSIA_1998","Year","a0",1,27381,1,27381,NA,NA,NA,NA,TRUE,"Annual > sub-annual",64.0553668602315,27381
"MALAYSIA_1999","Year","a0",1,10146,1,10146,NA,NA,NA,NA,TRUE,"Annual > sub-annual",64.4983244628425,10146
"MALAYSIA_2000","Month","a1",12,8805,NA,NA,12,8805,NA,NA,TRUE,"Sub-annual >= Annual",123.961706321273,8805
"MALAYSIA_2001","Year","a0",1,16368,1,16368,NA,NA,NA,NA,TRUE,"Annual > sub-annual",70.8150048875855,16368
"MALAYSIA_2002","Year","a0",1,32767,1,32767,NA,NA,NA,NA,TRUE,"Annual > sub-annual",64.3940549943541,32767
"MALAYSIA_2003","Year","a0",1,31545,1,31545,NA,NA,NA,NA,TRUE,"Annual > sub-annual",69.8430813124108,31545
"MALAYSIA_2004","Year","a0",1,33895,1,33895,NA,NA,NA,NA,TRUE,"Annual > sub-annual",61.8911343856026,33895
"MALAYSIA_2005","Year","a0",1,39686,1,39686,NA,NA,NA,NA,TRUE,"Annual > sub-annual",59.0334122864486,39686
"MALAYSIA_2006","Year","a0",1,38556,1,38556,NA,NA,NA,NA,TRUE,"Annual > sub-annual",58.8702147525677,38556
"MALAYSIA_2007","Year","a0",1,48846,1,48846,NA,NA,NA,NA,TRUE,"Annual > sub-annual",57.6935675387954,48846
"MALAYSIA_2008","Year","a0",1,49335,1,49335,NA,NA,NA,NA,TRUE,"Annual > sub-annual",48.1889125367386,49335
"MALAYSIA_2009","Year","a0",1,41486,1,41486,1,41486,NA,NA,TRUE,"Annual > sub-annual",77.8190232849636,41486
"MALAYSIA_2010","Year","a0",1,46171,1,46171,1,46171,NA,NA,TRUE,"Annual > sub-annual",91.8606917762232,46171
"MALAYSIA_2011","Week","a0",52,20040,52,20040,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100.784550392275,20040
"MALAYSIA_2012","Week","a0",52,22673,52,22673,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",103.529680365297,22673
"MALAYSIA_2013","Year","a0",1,43346,1,43346,1,43346,NA,NA,TRUE,"Annual > sub-annual",99.7969824205232,43346
"MALAYSIA_2014","Year","a0",1,108698,1,108698,1,108697,NA,NA,NA,"Case 1: Annual only",NA,108698
"MALAYSIA_2015","Week","a0",52,121619,52,121619,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100.647985699626,121619
"MALAYSIA_2016","Year","a0",1,109037,1,109037,1,101357,NA,NA,TRUE,"Annual > sub-annual",92.5566550803856,109037
"MALAYSIA_2017","Year","a0",1,89487,1,89487,1,83849,NA,NA,TRUE,"Annual > sub-annual",96.1525137729503,89487
"MALAYSIA_2018","Week","a0",52,82122,52,82122,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100.936578171091,82122
"MALAYSIA_2019","Year","a0",1,130101,1,130101,NA,NA,NA,NA,TRUE,"Annual > sub-annual",99.9308229759956,130101
"MALAYSIA_2020","Week","a0",50,88386,50,88386,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,88386
"MALAYSIA_2021","Week","a0",52,26978,52,26978,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,26978
"MALAYSIA_2022","Week","a0",52,65732,52,65732,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,65732
"MALAYSIA_2023","Year","a1",1,123133,NA,NA,1,123133,NA,NA,NA,"Case 1: Annual only",NA,123133
"MALAYSIA_2024","Month","a0",12,122423,12,122423,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,122423
"MALDIVES_1990","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MALDIVES_1991","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MALDIVES_1992","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MALDIVES_1993","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MALDIVES_1994","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MALDIVES_1995","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MALDIVES_1996","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MALDIVES_1997","Year","a0",1,3,1,3,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,3
"MALDIVES_1998","Year","a0",1,1750,1,1750,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1750
"MALDIVES_1999","Year","a0",1,118,1,118,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,118
"MALDIVES_2000","Year","a0",1,180,1,180,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,180
"MALDIVES_2001","Year","a0",1,73,1,73,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,73
"MALDIVES_2002","Year","a0",1,27,1,27,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,27
"MALDIVES_2003","Year","a0",1,38,1,38,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,38
"MALDIVES_2004","Year","a0",1,742,1,742,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,742
"MALDIVES_2005","Year","a0",1,1126,1,1126,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1126
"MALDIVES_2006","Month","a0",12,2777,12,2777,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100.325144508671,2777
"MALDIVES_2007","Year","a0",1,1680,1,1680,NA,NA,NA,NA,TRUE,"Annual > sub-annual",99.4642857142857,1680
"MALDIVES_2008","Month","a0",12,1824,12,1824,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",123.577235772358,1824
"MALDIVES_2009","Month","a0",12,845,12,845,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",109.173126614987,845
"MALDIVES_2010","Month","a0",12,1000,12,1000,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,1000
"MALDIVES_2011","Month","a0",12,2909,12,2909,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,2909
"MALDIVES_2012","Month","a0",12,1083,12,1083,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,1083
"MALDIVES_2013","Month","a0",12,725,12,725,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,725
"MALDIVES_2014","Month","a0",12,824,12,824,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,824
"MALDIVES_2015","Month","a0",12,1890,12,1890,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,1890
"MALDIVES_2016","Month","a0",12,1962,12,1962,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,1962
"MALDIVES_2017","Year","a0",1,851,1,851,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,851
"MALDIVES_2018","Year","a0",1,1838,1,1838,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1838
"MALDIVES_2019","Year","a0",1,2156,1,2156,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,2156
"MALDIVES_2020","Month","a0",12,328,12,328,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,328
"MALDIVES_2022","Month","a0",10,2648,10,2648,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,2648
"MALDIVES_2023","Month","a0",12,3417,12,3417,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,3417
"MALDIVES_2024","Month","a0",12,3294,12,3294,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,3294
"MALI_2024","Month","a0",12,9556,12,9556,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,9556
"MARSHALL ISLANDS_1991","Year","a0",1,56,1,56,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,56
"MARSHALL ISLANDS_1992","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MARSHALL ISLANDS_1993","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MARSHALL ISLANDS_1994","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MARSHALL ISLANDS_1995","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MARSHALL ISLANDS_1996","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MARSHALL ISLANDS_1997","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MARSHALL ISLANDS_1998","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MARSHALL ISLANDS_1999","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MARSHALL ISLANDS_2000","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MARSHALL ISLANDS_2001","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MARSHALL ISLANDS_2002","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MARSHALL ISLANDS_2003","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MARSHALL ISLANDS_2004","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MARSHALL ISLANDS_2005","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MARSHALL ISLANDS_2006","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MARSHALL ISLANDS_2007","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MARSHALL ISLANDS_2008","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MARSHALL ISLANDS_2009","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MARSHALL ISLANDS_2010","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MARSHALL ISLANDS_2011","Year","a0",1,1257,1,1257,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1257
"MARSHALL ISLANDS_2012","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MARSHALL ISLANDS_2017","Week","a0",22,0,22,0,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,0
"MARSHALL ISLANDS_2018","Week","a0",19,0,19,0,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,0
"MARSHALL ISLANDS_2019","Year","a0",1,1635,1,1635,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",44.8318042813456,1635
"MARSHALL ISLANDS_2020","Week","a0",18,990,18,990,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,990
"MARSHALL ISLANDS_2021","Week","a0",13,0,13,0,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,0
"MARSHALL ISLANDS_2022","Week","a0",27,510,27,510,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,510
"MARSHALL ISLANDS_2023","Week","a0",18,1,18,1,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,1
"MARSHALL ISLANDS_2024","Week","a0",40,0,40,0,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,0
"MARTINIQUE_1990","Year","a0",1,4,1,4,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,4
"MARTINIQUE_1991","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MARTINIQUE_1992","Year","a0",1,38,1,38,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,38
"MARTINIQUE_1993","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MARTINIQUE_1994","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MARTINIQUE_1995","Year","a0",1,516,1,516,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,516
"MARTINIQUE_1996","Year","a0",1,416,1,416,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,416
"MARTINIQUE_1997","Year","a0",1,235,1,235,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,235
"MARTINIQUE_1998","Year","a0",1,44,1,44,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,44
"MARTINIQUE_1999","Year","a0",1,268,1,268,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,268
"MARTINIQUE_2000","Year","a0",1,171,1,171,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,171
"MARTINIQUE_2001","Year","a0",1,4468,1,4468,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,4468
"MARTINIQUE_2002","Year","a0",1,392,1,392,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,392
"MARTINIQUE_2003","Year","a0",1,791,1,791,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,791
"MARTINIQUE_2004","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MARTINIQUE_2005","Year","a0",1,6080,1,6080,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,6080
"MARTINIQUE_2006","Year","a0",1,4085,1,4085,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,4085
"MARTINIQUE_2007","Year","a0",1,4918,1,4918,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,4918
"MARTINIQUE_2008","Year","a0",1,586,1,586,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,586
"MARTINIQUE_2009","Year","a0",1,1377,1,1377,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1377
"MARTINIQUE_2010","Year","a0",1,36579,1,36579,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,36579
"MARTINIQUE_2011","Year","a0",1,275,1,275,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,275
"MARTINIQUE_2012","Year","a0",1,1511,1,1511,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1511
"MARTINIQUE_2013","Year","a0",1,7040,1,7040,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,7040
"MARTINIQUE_2014","Week","a0",53,1680,53,1680,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,1680
"MARTINIQUE_2015","Year","a0",1,207,1,207,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",14.4927536231884,207
"MARTINIQUE_2016","Year","a0",1,158,1,158,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",10.126582278481,158
"MARTINIQUE_2017","Week","a0",52,113,52,113,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,113
"MARTINIQUE_2018","Week","a0",52,73,52,73,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,73
"MARTINIQUE_2019","Year","a0",1,1530,1,1530,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",72.5490196078431,1530
"MARTINIQUE_2020","Week","a0",53,32398,53,32398,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,32398
"MARTINIQUE_2021","Week","a0",52,1073,52,1073,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,1073
"MARTINIQUE_2022","Year","a0",1,360,1,360,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",5.55555555555556,360
"MARTINIQUE_2023","Week","a0",52,13239,52,13239,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,13239
"MARTINIQUE_2024","Week","a0",52,7371,52,7371,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,7371
"MAURITANIA_2023","Month","a0",12,3582,12,3582,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,3582
"MAURITANIA_2024","Month","a0",12,3640,12,3640,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,3640
"MAURITIUS_2023","Month","a0",1,13,1,13,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,13
"MAURITIUS_2024","Month","a0",12,9917,12,9917,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,9917
"MAYOTTE_2024","Month","a0",10,64,10,64,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,64
"MEXICO_1990","Year","a0",1,14485,1,14485,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,14485
"MEXICO_1991","Year","a0",1,5863,1,5863,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,5863
"MEXICO_1992","Year","a0",1,11348,1,11348,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,11348
"MEXICO_1993","Year","a0",1,2899,1,2899,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,2899
"MEXICO_1994","Year","a0",1,6770,1,6770,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,6770
"MEXICO_1995","Year","a0",1,36029,1,36029,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,36029
"MEXICO_1996","Year","a0",1,35082,1,35082,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,35082
"MEXICO_1997","Year","a0",1,52561,1,52561,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,52561
"MEXICO_1998","Year","a0",1,23267,1,23267,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,23267
"MEXICO_1999","Year","a0",1,14655,1,14655,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,14655
"MEXICO_2000","Year","a0",1,21665,1,21665,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,21665
"MEXICO_2001","Year","a0",1,6019,1,6019,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,6019
"MEXICO_2002","Year","a0",1,8415,1,8415,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,8415
"MEXICO_2003","Week","a1",53,6234,NA,NA,53,6234,NA,NA,TRUE,"Sub-annual >= Annual",173.214781883857,6234
"MEXICO_2004","Week","a1",52,7983,NA,NA,52,7983,NA,NA,TRUE,"Sub-annual >= Annual",127.871215761653,7983
"MEXICO_2005","Week","a1",52,20912,NA,NA,52,20912,NA,NA,TRUE,"Sub-annual >= Annual",165.876100579043,20912
"MEXICO_2006","Week","a1",52,27334,NA,NA,52,27334,NA,NA,TRUE,"Sub-annual >= Annual",119.833406400701,27334
"MEXICO_2007","Week","a1",52,49120,NA,NA,52,49120,NA,NA,TRUE,"Sub-annual >= Annual",121.167271022966,49120
"MEXICO_2008","Year","a0",1,25040,1,25040,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,25040
"MEXICO_2009","Year","a0",1,238389,1,238389,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,238389
"MEXICO_2010","Year","a0",1,51635,1,51635,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,51635
"MEXICO_2011","Year","a0",1,63628,1,63628,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,63628
"MEXICO_2012","Year","a0",1,165749,1,165749,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,165749
"MEXICO_2013","Year","a0",1,231498,1,231498,NA,NA,NA,NA,TRUE,"Annual > sub-annual",26.9423493939472,231498
"MEXICO_2014","Week","a0",53,124943,53,124943,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,124943
"MEXICO_2015","Week","a0",52,219593,52,219593,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,219593
"MEXICO_2016","Week","a0",52,130069,52,130069,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,130069
"MEXICO_2017","Week","a0",52,89893,52,89893,52,73340,NA,NA,TRUE,"Sub-annual >= Annual",100,89893
"MEXICO_2018","Week","a0",52,78621,52,78621,52,73827,NA,NA,TRUE,"Sub-annual >= Annual",100,78621
"MEXICO_2019","Week","a0",52,268458,52,268458,52,146474,NA,NA,TRUE,"Sub-annual >= Annual",100,268458
"MEXICO_2020","Week","a0",53,120639,53,120639,52,108997,NA,NA,TRUE,"Sub-annual >= Annual",100,120639
"MEXICO_2021","Week","a0",52,36742,52,36742,49,35364,NA,NA,TRUE,"Sub-annual >= Annual",100,36742
"MEXICO_2022","Week","a0",52,59918,52,59918,33,19404,NA,NA,TRUE,"Sub-annual >= Annual",100,59918
"MEXICO_2023","Week","a0",52,277963,52,277963,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,277963
"MEXICO_2024","Week","a0",52,558846,52,558846,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,558846
"MICRONESIA (FEDERATED STATES OF)_1993","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MICRONESIA (FEDERATED STATES OF)_1994","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MICRONESIA (FEDERATED STATES OF)_1995","Year","a0",1,66,1,66,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,66
"MICRONESIA (FEDERATED STATES OF)_1996","Year","a0",1,67,1,67,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,67
"MICRONESIA (FEDERATED STATES OF)_1998","Year","a0",1,700,1,700,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,700
"MICRONESIA (FEDERATED STATES OF)_1999","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MICRONESIA (FEDERATED STATES OF)_2000","Year","a0",1,14,1,14,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,14
"MICRONESIA (FEDERATED STATES OF)_2001","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MICRONESIA (FEDERATED STATES OF)_2002","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MICRONESIA (FEDERATED STATES OF)_2003","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MICRONESIA (FEDERATED STATES OF)_2004","Year","a0",1,658,1,658,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,658
"MICRONESIA (FEDERATED STATES OF)_2006","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"MICRONESIA (FEDERATED STATES OF)_2007","Year","a0",1,6,1,6,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,6
"MICRONESIA (FEDERATED STATES OF)_2008","Year","a0",1,10,1,10,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,10
"MICRONESIA (FEDERATED STATES OF)_2009","Year","a0",1,37,1,37,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,37
"MICRONESIA (FEDERATED STATES OF)_2010","Year","a0",1,23,1,23,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,23
"MICRONESIA (FEDERATED STATES OF)_2013","Year","a0",1,217,1,217,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,217
"MICRONESIA (FEDERATED STATES OF)_2016","Year","a0",1,90,1,90,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,90
"MICRONESIA (FEDERATED STATES OF)_2017","Week","a0",29,14,29,14,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - sub-annual selected",NA,14
"MICRONESIA (FEDERATED STATES OF)_2018","Week","a0",39,35,39,35,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - sub-annual selected",NA,35
"MICRONESIA (FEDERATED STATES OF)_2019","Year","a0",1,1464,1,1464,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",36.4754098360656,1464
